acceleration_x,acceleration_y,acceleration_z,gyroscope_x,gyroscope_y,gyroscope_z,timestamp,label
-3293,-313,723,246,-236,-259,2024-01-24 14:11:43,0.0
-3301,-357,1351,-88,-86,-60,2024-01-24 14:11:43,0.0
-4192,-22,1275,-361,106,65,2024-01-24 14:11:47,0.0
-4975,516,1244,-141,249,145,2024-01-24 14:11:47,0.0
-4654,497,3363,-159,-238,78,2024-01-24 14:11:47,0.0
-2291,480,2260,214,-173,-242,2024-01-24 14:11:47,0.0
-3124,648,2062,532,-402,-456,2024-01-24 14:11:47,0.0
-3890,-875,2953,316,-188,-183,2024-01-24 14:11:47,0.0
-2783,-245,1617,-46,469,244,2024-01-24 14:11:47,0.0
-3078,339,1218,-148,149,417,2024-01-24 14:11:47,0.0
-2971,591,1015,-259,-189,468,2024-01-24 14:11:47,0.0
-2978,543,1574,1318,-116,-493,2024-01-24 14:11:47,0.0
-3877,521,2377,1456,-14,-709,2024-01-24 14:11:47,0.0
-3604,689,1885,1480,-295,-869,2024-01-24 14:11:47,0.0
-3022,892,1686,1872,-350,-1149,2024-01-24 14:11:47,0.0
-3224,-563,1746,1732,-470,-1186,2024-01-24 14:11:48,0.0
-3060,-364,1436,1273,-241,-911,2024-01-24 14:11:48,0.0
-3235,-194,1403,1140,131,-728,2024-01-24 14:11:48,0.0
-3345,304,1061,1107,-147,-403,2024-01-24 14:11:48,0.0
-4283,-75,1860,680,294,-498,2024-01-24 14:11:48,0.0
-4226,841,1105,1026,244,-197,2024-01-24 14:11:48,0.0
-3557,847,3473,1505,-534,-646,2024-01-24 14:11:48,0.0
-2623,-177,2989,1163,-477,-453,2024-01-24 14:11:48,0.0
-3162,1558,2396,1858,-447,-696,2024-01-24 14:11:49,0.0
-3156,738,2457,542,-439,-413,2024-01-24 14:11:49,0.0
-3625,-344,2353,838,-289,-266,2024-01-24 14:11:49,0.0
-2546,-353,1568,686,-85,-75,2024-01-24 14:11:49,0.0
-2935,202,1363,308,242,6,2024-01-24 14:11:49,0.0
-3016,742,898,81,20,108,2024-01-24 14:11:49,0.0
-3021,-56,966,-68,247,58,2024-01-24 14:11:49,0.0
-3616,458,1471,-113,213,16,2024-01-24 14:11:49,0.0
-5094,965,899,294,613,116,2024-01-24 14:11:49,0.0
-5052,-436,2470,211,284,260,2024-01-24 14:11:49,0.0
-2896,963,3043,-27,-283,351,2024-01-24 14:11:49,0.0
-3382,-831,2205,-879,-308,470,2024-01-24 14:11:49,0.0
-3947,1171,2389,-787,-272,417,2024-01-24 14:11:49,0.0
-2533,1082,1838,37,-424,-238,2024-01-24 14:11:49,0.0
-2645,241,1301,378,-151,-424,2024-01-24 14:11:49,0.0
-3390,-306,1407,368,-262,-521,2024-01-24 14:11:49,0.0
-2928,-81,1280,499,116,-381,2024-01-24 14:11:49,0.0
-3434,-475,933,525,655,-229,2024-01-24 14:11:49,0.0
-4128,-406,1197,-216,543,-135,2024-01-24 14:11:50,0.0
-4690,1167,991,-37,301,-106,2024-01-24 14:11:50,0.0
-4571,-142,2206,25,-557,-435,2024-01-24 14:11:50,0.0
-2540,49,2191,51,-259,-314,2024-01-24 14:11:50,0.0
-3851,1000,2828,682,-282,-564,2024-01-24 14:11:50,0.0
-3568,-507,2164,779,124,-137,2024-01-24 14:11:50,0.0
-2972,68,1137,552,81,54,2024-01-24 14:11:50,0.0
-3264,421,1612,529,49,113,2024-01-24 14:11:50,0.0
-3229,304,1312,475,-23,155,2024-01-24 14:11:50,0.0
-3303,510,1194,332,324,-76,2024-01-24 14:11:50,0.0
-3278,743,787,398,339,-176,2024-01-24 14:11:50,0.0
-3557,497,831,502,246,-399,2024-01-24 14:11:50,0.0
-4459,248,1068,696,325,-269,2024-01-24 14:11:50,0.0
-5180,702,2483,723,84,70,2024-01-24 14:11:50,0.0
-2694,924,2150,826,-594,-81,2024-01-24 14:11:50,0.0
-3676,-409,2133,508,-411,-162,2024-01-24 14:11:50,0.0
-3078,1227,1926,1301,-66,-349,2024-01-24 14:11:50,0.0
-3228,583,1699,1654,-299,-733,2024-01-24 14:11:50,0.0
-3371,453,1834,2011,-523,-948,2024-01-24 14:11:51,0.0
-3337,354,1808,2130,-362,-970,2024-01-24 14:11:51,0.0
-3315,-356,1532,1974,-318,-1010,2024-01-24 14:11:51,0.0
-3089,379,1761,2164,-165,-810,2024-01-24 14:11:51,0.0
-3496,0,1896,2130,-13,-737,2024-01-24 14:11:52,0.0
-3455,395,1491,2340,-53,-581,2024-01-24 14:11:52,0.0
-3923,1358,2846,2496,-448,-902,2024-01-24 14:11:52,0.0
-2878,78,1840,2181,-419,-822,2024-01-24 14:11:52,0.0
-3587,1494,2039,2581,-654,-800,2024-01-24 14:11:52,0.0
-3661,465,2619,2337,-600,-750,2024-01-24 14:11:52,0.0
-3220,313,1539,1987,-496,-682,2024-01-24 14:11:52,0.0
-3626,1123,1816,1590,-367,-511,2024-01-24 14:11:52,0.0
-3168,953,1466,1379,-350,-449,2024-01-24 14:11:52,0.0
-2584,-411,1446,390,2,29,2024-01-24 14:11:54,0.0
-2931,138,1303,-90,-36,146,2024-01-24 14:11:54,0.0
-3046,589,1202,-30,19,218,2024-01-24 14:11:54,0.0
-2857,597,1004,-214,-20,71,2024-01-24 14:11:54,0.0
-3449,-31,1327,-495,407,111,2024-01-24 14:11:54,0.0
