acceleration_x,acceleration_y,acceleration_z,gyroscope_x,gyroscope_y,gyroscope_z,timestamp,label
4555,-299,518,-187,1,-78,2024-01-29 16:26:30,0.0
4198,5,553,-170,116,-56,2024-01-29 16:26:30,0.0
4263,-12,631,-161,-81,-8,2024-01-29 16:26:30,0.0
4475,-5,451,-130,33,56,2024-01-29 16:26:30,0.0
4202,79,512,-161,-48,74,2024-01-29 16:26:30,0.0
4442,-138,473,-78,-17,92,2024-01-29 16:26:30,0.0
4232,21,436,-72,44,75,2024-01-29 16:26:30,0.0
4458,-14,482,-78,-31,65,2024-01-29 16:26:30,0.0
4259,-67,380,7,-5,84,2024-01-29 16:26:30,0.0
4544,-28,426,71,17,83,2024-01-29 16:26:32,0.0
4323,-342,416,139,0,71,2024-01-29 16:26:32,0.0
4307,-111,325,243,-76,127,2024-01-29 16:26:32,0.0
4234,-107,288,319,-183,136,2024-01-29 16:26:32,0.0
4359,-261,247,294,-160,157,2024-01-29 16:26:32,0.0
4386,-118,256,316,-118,127,2024-01-29 16:26:32,0.0
4231,-46,267,349,40,173,2024-01-29 16:26:32,0.0
4318,4,314,271,-15,157,2024-01-29 16:26:32,0.0
4502,-94,482,232,-80,160,2024-01-29 16:26:32,0.0
4293,-212,297,-113,-211,70,2024-01-29 16:26:32,0.0
4610,-440,70,-71,-207,-27,2024-01-29 16:26:32,0.0
4632,-188,-44,24,2,-36,2024-01-29 16:26:32,0.0
4324,-480,202,-12,17,-56,2024-01-29 16:26:32,0.0
4250,-207,217,53,2,-4,2024-01-29 16:26:32,0.0
4263,-262,288,-41,102,-27,2024-01-29 16:26:32,0.0
4398,-220,298,-139,248,4,2024-01-29 16:26:33,0.0
4387,-453,406,-212,304,91,2024-01-29 16:26:33,0.0
4410,-552,538,-38,143,147,2024-01-29 16:26:33,0.0
4209,-533,623,37,213,151,2024-01-29 16:26:33,0.0
4165,-371,711,27,29,111,2024-01-29 16:26:33,0.0
4194,-454,665,116,-53,105,2024-01-29 16:26:33,0.0
4290,-286,762,140,-49,53,2024-01-29 16:26:33,0.0
4277,-272,577,25,-134,53,2024-01-29 16:26:33,0.0
4216,-296,612,-6,-62,2,2024-01-29 16:26:33,0.0
4254,-474,571,-33,-104,5,2024-01-29 16:26:33,0.0
4205,-414,681,92,-209,5,2024-01-29 16:26:35,0.0
4590,-433,489,185,-44,37,2024-01-29 16:26:35,0.0
4326,-656,491,359,-7,115,2024-01-29 16:26:35,0.0
4091,9,349,372,-24,117,2024-01-29 16:26:35,0.0
4479,-444,618,274,-149,162,2024-01-29 16:26:35,0.0
4184,-303,483,373,-18,103,2024-01-29 16:26:35,0.0
4320,-460,477,258,-116,94,2024-01-29 16:26:35,0.0
4279,-427,553,204,-17,20,2024-01-29 16:26:35,0.0
4520,-375,469,80,13,-16,2024-01-29 16:26:35,0.0
4289,-324,495,-521,70,-104,2024-01-29 16:26:35,0.0
4286,-320,564,-418,18,-99,2024-01-29 16:26:35,0.0
4315,-344,526,-350,135,-76,2024-01-29 16:26:35,0.0
4387,-254,738,-283,-17,-59,2024-01-29 16:26:35,0.0
4149,-291,591,-221,20,-34,2024-01-29 16:26:35,0.0
4274,-239,585,-175,-9,-73,2024-01-29 16:26:35,0.0
4345,-108,688,-178,-52,-4,2024-01-29 16:26:35,0.0
4362,-305,404,-188,233,28,2024-01-29 16:26:37,0.0
4300,-32,823,-143,40,-45,2024-01-29 16:26:37,0.0
4165,-327,577,-146,23,47,2024-01-29 16:26:37,0.0
4238,-224,974,-90,-104,-24,2024-01-29 16:26:37,0.0
