acceleration_x,acceleration_y,acceleration_z,gyroscope_x,gyroscope_y,gyroscope_z,timestamp,label
4268,-503,567,-44,-21,12,2024-01-29 16:47:43,0.0
4312,-484,555,-25,-20,14,2024-01-29 16:47:43,0.0
4256,-434,576,-44,-22,10,2024-01-29 16:47:43,0.0
4323,-483,598,-58,-35,14,2024-01-29 16:47:43,0.0
4328,-467,539,-39,-45,10,2024-01-29 16:47:43,0.0
4313,-488,561,-32,-19,16,2024-01-29 16:47:43,0.0
4250,-449,529,-33,-46,12,2024-01-29 16:47:43,0.0
4249,-481,583,-34,-16,16,2024-01-29 16:47:43,0.0
4384,-490,526,-14,-2,24,2024-01-29 16:47:43,0.0
4278,-542,684,-3,-23,25,2024-01-29 16:47:43,0.0
4241,-456,549,28,-64,21,2024-01-29 16:47:43,0.0
4259,-462,566,-26,4,24,2024-01-29 16:47:43,0.0
4313,-487,604,-24,14,12,2024-01-29 16:47:44,0.0
4285,-486,613,-35,-17,21,2024-01-29 16:47:44,0.0
4269,-501,589,7,45,27,2024-01-29 16:47:44,0.0
4316,-510,567,-8,-34,24,2024-01-29 16:47:44,0.0
4270,-500,624,-9,3,18,2024-01-29 16:47:44,0.0
4309,-471,634,-38,-13,1,2024-01-29 16:47:44,0.0
4222,-498,630,-58,3,3,2024-01-29 16:47:44,0.0
4298,-513,629,-66,-15,11,2024-01-29 16:47:44,0.0
4258,-482,620,-39,-29,15,2024-01-29 16:47:44,0.0
4240,-528,579,-26,-36,16,2024-01-29 16:47:44,0.0
4276,-486,666,-56,-25,15,2024-01-29 16:47:44,0.0
4269,-419,610,-54,-42,10,2024-01-29 16:47:44,0.0
4289,-538,616,-111,-49,3,2024-01-29 16:47:44,0.0
4252,-521,594,-60,-79,9,2024-01-29 16:47:44,0.0
4265,-513,597,-58,-104,5,2024-01-29 16:47:44,0.0
4243,-485,616,-27,-102,-2,2024-01-29 16:47:44,0.0
4303,-571,549,-18,-121,25,2024-01-29 16:47:44,0.0
4214,-414,567,-48,-127,-14,2024-01-29 16:47:44,0.0
4145,-545,561,-6,-120,17,2024-01-29 16:47:45,0.0
4193,-283,449,-11,-239,35,2024-01-29 16:47:45,0.0
4571,-696,527,208,-59,135,2024-01-29 16:47:45,0.0
4594,-639,704,302,-58,104,2024-01-29 16:47:45,0.0
4404,-419,354,274,-49,65,2024-01-29 16:47:45,0.0
3934,-245,391,25,-295,56,2024-01-29 16:47:45,0.0
4292,-517,192,-80,-167,-3,2024-01-29 16:47:45,0.0
4129,-784,312,-28,-144,79,2024-01-29 16:47:45,0.0
4559,-619,252,54,-33,32,2024-01-29 16:47:45,0.0
4345,-551,390,-64,-19,23,2024-01-29 16:47:45,0.0
4355,-669,272,-14,11,26,2024-01-29 16:47:45,0.0
4216,-480,241,-120,-6,-31,2024-01-29 16:47:45,0.0
4318,-524,319,-144,37,-23,2024-01-29 16:47:45,0.0
4296,-727,351,-109,98,-14,2024-01-29 16:47:45,0.0
4299,-503,338,-104,73,-20,2024-01-29 16:47:45,0.0
4280,-648,362,-103,61,-16,2024-01-29 16:47:45,0.0
4254,-528,414,-111,54,-21,2024-01-29 16:47:45,0.0
4341,-578,426,-128,56,-23,2024-01-29 16:47:46,0.0
4249,-557,437,-99,20,-16,2024-01-29 16:47:46,0.0
4297,-555,410,-108,-31,-19,2024-01-29 16:47:46,0.0
4352,-546,468,-98,20,-7,2024-01-29 16:47:46,0.0
