acceleration_x,acceleration_y,acceleration_z,gyroscope_x,gyroscope_y,gyroscope_z,timestamp,label
4292,-570,847,23,-60,-14,2024-01-29 16:31:37,0.0
4132,-223,886,-14,-14,53,2024-01-29 16:31:37,0.0
4254,-361,1013,18,-78,25,2024-01-29 16:31:37,0.0
4321,-270,979,-38,-65,31,2024-01-29 16:31:37,0.0
4228,-371,1083,-68,-70,18,2024-01-29 16:31:37,0.0
4107,-303,859,-19,42,-1,2024-01-29 16:31:37,0.0
4244,-329,988,-30,-3,6,2024-01-29 16:31:37,0.0
4184,-278,961,6,-6,-2,2024-01-29 16:31:37,0.0
4284,-297,944,-56,-18,5,2024-01-29 16:31:37,0.0
4135,-201,1011,-32,-29,-16,2024-01-29 16:31:37,0.0
4298,-350,930,-47,-21,6,2024-01-29 16:31:37,0.0
4101,-207,1015,-76,-29,-16,2024-01-29 16:31:38,0.0
4312,-350,999,-91,-31,-6,2024-01-29 16:31:38,0.0
4183,-298,992,-73,-35,-13,2024-01-29 16:31:38,0.0
4359,-337,921,-79,-8,-13,2024-01-29 16:31:38,0.0
4156,-259,1056,-64,-139,-7,2024-01-29 16:31:38,0.0
4238,-303,870,-62,-44,14,2024-01-29 16:31:38,0.0
4174,-280,976,-63,-154,12,2024-01-29 16:31:38,0.0
4179,-228,844,-13,-100,17,2024-01-29 16:31:38,0.0
4300,-402,965,-17,-65,29,2024-01-29 16:31:38,0.0
4241,-237,885,38,-85,23,2024-01-29 16:31:38,0.0
4239,-264,893,-47,-70,1,2024-01-29 16:31:38,0.0
4245,-295,847,-31,-63,26,2024-01-29 16:31:38,0.0
4271,-312,853,-25,-101,17,2024-01-29 16:31:38,0.0
4255,-321,801,-69,-178,15,2024-01-29 16:31:38,0.0
4249,-253,714,11,0,32,2024-01-29 16:31:38,0.0
4281,-285,866,-53,-60,12,2024-01-29 16:31:38,0.0
4269,-313,707,-45,-20,1,2024-01-29 16:31:38,0.0
4361,-274,842,-2,-26,13,2024-01-29 16:31:38,0.0
